@id	name	highway
754139841		footway
754171884	Chipman Lane	residential
755395442	Lamayan Street	residential
755568080		footway
757990549	Legarda-Magsaysay Flyover	secondary
757990560	C. M. Recto Avenue	secondary
757990561	Legarda-Magsaysay Flyover	secondary
757990562	R. Magsaysay Boulevard	primary
757991480	Padre Burgos Avenue	secondary
758006284		service
758006285		service
758153177		motorway_link
758153178		motorway_link
758153179		motorway_link
758153181	Skyway	motorway
758153182	Skyway	motorway
758153183	Skyway	motorway
758384377		footway
758384378		footway
758455637	Nepa Street	residential
758649179		service
759527762		footway
759530509		motorway_link
759970978	Kalayaan Street	residential
759970979	Mabuhay Street	residential
761146088		service
761146089		service
761146090		service
761146091		service
761146092		service
761146093		service
761146094		service
761146095		service
761146096		path
761146097		path
761146098		footway
761146099		footway
762041641		service
763219978	Arellano Avenue	secondary
764343204	Mabini Flyover	primary
764545612		service
765566711	Dapitan Street	secondary
766714633	Alejo Aquino Street	residential
767343223	Pablo Ocampo Street	secondary
767343228	Kamagong Street	secondary
769178984	Pedro Gil Street	secondary
769206214	President Quirino Avenue	primary
769206217	Natividad Lopez Street	tertiary
769206221	Taft Avenue	primary
769206226		service
769206227		service
769206228		service
769206229		service
769206231	A. Villegas Street	footway
769206232	Pablo Ocampo Street	secondary
769206233	Taft Avenue	primary
769567887		service
769916309		footway
770077154		path
770077155		path
770077156		path
770077157	NYC Village Road	residential
770077159		path
770077160		path
770077161		path
770077162		path
770077163		path
770077164		path
770077165		path
770077166		path
770077167		path
770077168		path
770077169		path
770077170		path
770077171		path
770077172		path
770078691		residential
770078692		residential
770078694		path
770078695		path
770078696		path
770078697		path
770078698		path
770078699		path
770078700		path
770078701		path
770078702		path
770078703		path
770078704		path
770078705		path
770078706		path
770078707		path
771792594	Nepa Street	residential
771792595		footway
771794434	Imelda Street	footway
771809417	Muelle de Binondo	residential
771809418	Muelle de Binondo	residential
771809419	Muelle de Binondo	residential
771809420	Estraude Street	residential
771809421	Perreira Street	residential
771809422	Estraude Street	residential
771810580	Rizal Avenue	primary
771810581	Tayuman Street	primary
771810582	Rizal Avenue	primary
771875628		service
773039551		service
773039552		service
773039553		service
773039554	Laguna Street	residential
773039555		service
773039556		service
773039557		service
773039558		footway
774642675	Patria Street	tertiary
774949162	C. M. Recto Avenue	secondary
774949163	Rizal Avenue	primary
774949164	Rizal Avenue	primary
774949165	C. M. Recto Avenue	secondary
775152447		footway
775154709		footway
775154710		footway
775154711		footway
775154712		footway
775154713		footway
775154714		footway
775154716		footway
775154717		footway
775154718		footway
775437708	R. Magsaysay Boulevard	primary
775535888		path
775535889		path
775535890		path
775535891		path
775535892		path
775535893		path
775535894		path
775535895		path
775535896		path
775535897		path
775535898		path
775535899		residential
775535900		residential
775535902		path
775535903		path
775535904		footway
775535905		footway
775535906		path
775542178		path
775542179		path
775542180		path
775542181		path
775542182		path
775542183		path
775542184		path
775542185		path
775542186		path
775542187		path
775542188		path
775548468		path
775548469		path
775548470		path
775548471		path
775548472		path
775548473		path
775548474		path
775548475		path
775548476		path
775548477		path
775548478		path
775548479		path
775552184		path
775552185		path
775552186		path
775552187		path
775552188		path
775552189		path
775552190		path
777206839	Skyway	motorway
777206842	Skyway	motorway
777931268	23th Street	service
777931269	Street 29	service
780755505	Old Santa Mesa Street	secondary
780755506	Old Santa Mesa Street	secondary
782006513	Pedro Gil Street	tertiary
782006514	President Quirino Avenue Extension	secondary
782006515	President Quirino Avenue Extension	secondary
782006516	Pe̱afrancia Street	tertiary
783212504		service
783212506		footway
783212507		footway
783212508		footway
783212509		footway
783212510		footway
783212511		footway
783212512		footway
783212520		footway
783212521		footway
783212522		footway
783212523	Barrio Roxas Street	pedestrian
783214357	Callejon L	pedestrian
783214358	Callejon K	pedestrian
783214359	Callejon J	pedestrian
783214360	Callejon I	pedestrian
784669677	Quezon Boulevard	primary
784669680	Lawton Road	tertiary
784669684		service
784737614	Skyway	motorway
784737615	Skyway	motorway
784737616	Skyway	motorway
786437222	Humabon Street	residential
787332300	A. Villegas Street	tertiary
787332301		tertiary_link
787332302	Natividad Lopez Street	residential
787332303	San Marcelino Street	tertiary
788942668		service
788942669		service
788942670		service
788942672		service
789139113		residential
789139115	Rodriguez Extension	residential
789139116	Rodriguez Extension	residential
789139117	Rodriguez Extension	residential
789966401		service
791613109	A. Mabini Street	secondary
791613110	President Quirino Avenue	primary
791613112	Plaza Nuestra Se̱ora de Guia	unclassified
791613113	Marcelo Hilario del Pilar Street	tertiary
791613114	Marcelo Hilario del Pilar Street	secondary
791613116	Katigbak Street	unclassified
791613117		service
791613118	South Drive	unclassified
791613119	Katigbak Street	unclassified
791613120	Katigbak Street	unclassified
791613121	Anda Circle	trunk
791613123		service
791645314	Taft Avenue	primary
791645315	Padre Burgos Avenue	secondary
791645316	Padre Burgos Avenue	secondary
791645318	Anda Circle	trunk
791645319	Roxas Boulevard Service Road	tertiary
791645320	Plaza Nuestra Se̱ora de Guia	unclassified
791645321	Roxas Boulevard	trunk
793504191	Pablo Ocampo Street	secondary
793504195	A. Estrada Street	secondary
793504197	Pablo Ocampo Street	secondary
793507934	A. Estrada Street	tertiary
793507935	Dian Street	residential
793507936	A. Estrada Street	tertiary
793507937	Pablo Ocampo Street	secondary
793507940	A. Estrada Street	tertiary
793507941	Pablo Ocampo Street	secondary
793507944	Pablo Ocampo Street	secondary
793507945	Pablo Ocampo Street	secondary
794204344		footway
794204345		footway
794234779	P. Domingo Street	residential
794234780	Calderon Street	residential
794302959		path
794302960		service
794302961		service
794302962		footway
794302963		footway
794302964		footway
794302965		footway
794302967	General Luna Street	pedestrian
794302970	General Luna Street	tertiary
794302974		path
794302977		service
794302978		service
794302979		service
794302981	General Luna Street	pedestrian
794308984	San Nicolas Street	residential
794341799	E. T. Yuchengco Street	residential
794341800		service
794603514		footway
794603515		footway
794603516		footway
794603517		footway
794603518		footway
794603519		footway
794603520	Leon Guinto Street	tertiary
794650994	Maginhawa Street	residential
794662766	Amatista Street	residential
794664990	Zafiro Street	residential
794664991	Zafiro Street	residential
794853910		service
794884816	G. Tuazon Street	tertiary
794884817	Mindanao Avenue	tertiary
794884818	G. Tuazon Street	tertiary
794884819	Atis Street	residential
794884820	Mindanao Avenue	tertiary
794884821	Mindanao Avenue	tertiary
794884823	Mindanao Avenue	tertiary
794884824	Visayan Avenue	residential
794884825	Bohol Street	residential
794884826	Mindanao Avenue	tertiary
794884829	G. Tuazon Street	tertiary
794884830	Visayan Avenue	residential
794884832	G. Tuazon Street	tertiary
794884833	Visayan Avenue	residential
794884835	G. Tuazon Street	tertiary
794884836	Visayan Avenue	residential
794884838	Visayan Avenue	residential
794884839	Gerardo Street	residential
794884840	G. Tuazon Street	tertiary
794884841	G. Tuazon Street	tertiary
794884842	Visayan Avenue	residential
794884844	G. Tuazon Street	tertiary
794884845	Visayan Avenue	residential
794884847	G. Tuazon Street	tertiary
794884848	Visayan Avenue	residential
794884850	G. Tuazon Street	tertiary
794884851	Visayan Avenue	residential
794884853	G. Tuazon Street	tertiary
794884854	Visayan Avenue	residential
795084994		footway
795084995		footway
795091288		footway
795091289		footway
795106504		service
795106506		footway
795109302		footway
795109303		footway
795119606	Union Street	residential
795127853	Gomez Street	residential
795127854		footway
795127855		service
795127856	Burgos Street	residential
795127857	Burgos Street	residential
795131675	Zobel Street	residential
795146860	Elizondo Street	residential
795148481	Globo de Oro Street	residential
795155927		footway
795155928		footway
795155929		footway
795155930		footway
795160504		footway
795463262	Santo Tomas Street	residential
795463264	Magallanes Drive	unclassified
795463265	Riverside Drive	construction
795463267		service
795463269		service
795463270		service
795463271		service
795463272		service
795463273		service
795463274	A. Villegas Street	unclassified
795469307	Muelle de Binondo	service
795473374	C. M. Recto Avenue	secondary
795473375	C. M. Recto Avenue	secondary
795473377	T. Alonzo Street	unclassified
795492643	Elcano Street	residential
795492644	Barraca Street	residential
795498434	Santa Elena Street	residential
795515016		footway
795515017		footway
795515018		footway
795515019	Ipil Street	tertiary
795517384		footway
795517385	Tomas Mapua Street	tertiary
795517386	Severino Reyes Street	tertiary
795519360	Quiricada Street	tertiary
795519361	Quiricada Street	tertiary
795519364	Abad Santos Avenue	secondary
795519365	Abad Santos Avenue	secondary
795519366	Abad Santos Avenue	secondary
795519367	Abad Santos Avenue	secondary
795519368		footway
795519369		footway
795519370	Quiricada Street	tertiary
795546664	Santo Tomas Street	tertiary
797085407	Basilio Street	residential
797200661	Lions Gate Drive	residential
798932789		unclassified
798932790		unclassified
799248137	Vision Street	residential
799533698	Princesa Floresca Street	residential
799533699	Princesa Floresca Street	residential
799533700	Laura Street	secondary
799533701	Laura Street	secondary
799533702	Menandro Street	residential
799533706	Laura Street	secondary
799533707	Laura Street	secondary
799533709	Flerida Street	residential
799533710	Francisco Balagtas Street	residential
799533711	Saint Luis Street	residential
799533712	Francisco Balagtas Street	residential
799533713	Laura Street	secondary
799533714	Beata Street	residential
799612636	Lavezares Street	residential
799612637	Clavel Street	residential
799612638	Clavel Street	residential
799741444		primary_link
799741445	A.H. Lacson Avenue	primary
799741446	A.H. Lacson Avenue	primary
799741447	R. Magsaysay Boulevard	primary
799741448		primary_link
799741449	A.H. Lacson Avenue	primary
799741450	R. Magsaysay Boulevard	primary
800184246		footway
800184248		footway
800184254	Abad Santos Avenue	secondary
800184255	Sanchez Street	unclassified
800184256	Alvarado Street	unclassified
800184258	Soler Street	unclassified
800184260		footway
800184261		footway
800184262		steps
800184263		footway
800197337		footway
800197338	M. de Santos Street	unclassified
800197339	M. de Santos Street	residential
800203515	Dagupan Street	tertiary
800224712	Asuncion Street	tertiary
800224713	Asuncion Street	tertiary
800224714	Padre Herrera 1 Street	residential
800225071	Juan Luna Street	secondary
800270625		footway
800270626		footway
800270628		footway
800270631		footway
800270632		footway
800270633		steps
800270634		steps
800270635		footway
800270636		footway
800353322		service
800353323		service
800572831	Road Lot 8	residential
800572837	Del Fierro Street	tertiary
800572838		footway
800572839		footway
800572841	Dagupan Extension	tertiary
800589201		footway
800589208	Rizal Avenue	primary
800589209	Rizal Avenue	primary
800589210	Rizal Avenue	primary
800589211	Rizal Avenue	primary
800589216	Cavite Street	tertiary
800589217	Cavite Street	tertiary
800589219		footway
800589221		footway
800589222		footway
800589223		footway
800589224	Blumentritt Road	tertiary
800677089		footway
800677090		steps
800677091		footway
800677092		footway
800677094		steps
800677095		footway
800677096		steps
800684733	Miguelin Street	service
800684734	Miguelin Street	service
800684735	Dapitan Street	secondary
800684737	Laon Laan Street	secondary
800684739	Dapitan Street	secondary
800684740	Dapitan Street	secondary
800899640		motorway_link
800899647		motorway_link
800899648		motorway_link
800899649	Prudencio Street	service
800899650	Prudencio Street	residential
800899652	Algeciras Street	residential
800899653	Algeciras Street	residential
800899654	Antipolo Street	construction
800899655	Antipolo Street	construction
801444511	NLEX-SLEX Connector	construction
801449565	Paco-Santa Mesa Road	primary
801449569	Menandro Street	secondary
801826300		footway
801826301		footway
802158896	Plaza Zamora	pedestrian
803584102		service
805198989		footway
805198990		footway
805198991		footway
805198992		footway
805198994	Valenzuela Street	primary
805198997		footway
805198999	Victorino Mapa Street	primary
805206974		service
805206975		service
805206976		service
805854776		service
805854782	Maria Clara Street	tertiary
805862733		footway
805862734		footway
805862735	Vicente G. Cruz Street	residential
805871871	Consuelo Street	residential
805899327		footway
805899328		footway
805899329	Alvarado Street	residential
805899330	C. La Torre Street	residential
805899331	C. La Torre Street	residential
805899332		footway
806037890		service
806037891		service
806249261	Rizal Avenue	primary
806249264	C. M. Recto Avenue	secondary
806249265	C. M. Recto Avenue	secondary
806249266	Rizal Avenue	primary
806249267	Rizal Avenue	primary
806249268	Rizal Avenue	primary
806249272	Rizal Avenue	primary
806249273	Rizal Avenue	primary
806249274	Rizal Avenue	primary
806249275	Lope de Vega Street	residential
806249276	Oroquieta Street	tertiary
806249277	Oroquieta Street	tertiary
806499414		service
806499466	Quezon Boulevard	primary
806499467	Quezon Boulevard	primary
806499495	C. M. Recto Avenue	secondary
806562809	Leon Guinto Street	tertiary
806653612	Dimasalang Road	primary
806653613		footway
806655747		service
806655748		service
806655749		service
806655750		service
806655756	Mayhaligue Street	residential
806655757	Mayhaligue Street	residential
806655758	Mayhaligue Street	residential
806655767		service
806655768		service
806655769	La Torre Street	service
806655785	Catwalk	footway
807033020		service
807691092		service
807691095		service
807971929		footway
807971930		footway
807971932		footway
807971933	16th Street	tertiary
807971934		footway
807979599		service
808215720	Muelle del Rio	service
808215721	Bonifacio Drive	tertiary
808215722		tertiary_link
808215724		service
808229857		service
808229858	San Fernando Street	tertiary
808229860	Jaboneros Street	residential
808241986	Lardizabal Street	tertiary
808241987	Lardizabal Street	tertiary
808241988	Vicente G. Cruz Street	tertiary
808241989		footway
808403281		service
808649777	Tambacan Street	residential
808995641		footway
808995642		footway
808995646		footway
808995654		service
808995657		service
809009057		service
809009058		service
809009059		service
809009060		service
809009063		service
809041977		service
809041987		service
809323033	Taft Avenue	primary
809323034	A. Villegas Street	unclassified
809323035	A. Villegas Street	tertiary
809323040	Natividad Lopez Street	tertiary
809323041	A. Villegas Street	tertiary
809883215	C. M. Recto Avenue	secondary
809883216	C. M. Recto Avenue	secondary
809883217	C. M. Recto Avenue	secondary
809883218	C. M. Recto Avenue	secondary
810169265	San Gabriel Street	service
810968812		footway
810968813		footway
811234696		footway
811652947		footway
811652948		footway
811652968		footway
811884513		footway
812545779		footway
812545780		footway
812545781		footway
812545782		footway
812545783		footway
812545784		footway
812545785		footway
812545786		footway
812741048		footway
812741049		footway
812741050		footway
812741051		footway
812741052		footway
812741053		footway
812741054		footway
812741055		footway
813004352	Katubusan Street	service
813040004		footway
813679774	Mel Lopez Boulevard	trunk
813679775	Mel Lopez Boulevard	trunk
813729885	Pedro Gil Street	tertiary
813756920		footway
813756921		footway
813756922		footway
813814755		footway
813814756	Fidel A. Reyes Street	service
813814757		footway
814040294		service
814040295		service
814040296		service
814040297	SJ Walk	footway
814040298		footway
814040299		footway
814040301		footway
814040302		service
814040303		footway
814040304		footway
814040305		footway
814040306	Central Plaza	pedestrian
814040307		footway
814040313		footway
814040314		footway
814040315		footway
814040319		footway
814056495		footway
814461697		footway
814461698		footway
814461699		footway
814461700		footway
814461701		footway
814461704		footway
814461705		service
814461707		footway
814461709		footway
814461710		footway
814461711		footway
814461712		footway
814461713		footway
814461714		footway
814461715		footway
814461716		footway
814461717		footway
814461718		footway
814461719		footway
814461720		footway
814461721		footway
814461722		footway
814479104		footway
814479105		footway
814927714		service
815082219	Pedro Gil Street	tertiary
815086067	Pedro Gil Street	tertiary
816052744		service
816052749		service
816367270		service
816858750	Nimfa Street	service
816858757	Ingresso Street	residential
817104234		steps
817409012		service
817512584		service
817512585		service
818631740		footway
818698333	Eden Lane	residential
818709906		service
818709907		service
818709908		service
820063523		primary_link
820063531	Juan Luna Street	secondary
820063532	Juan Luna Street	secondary
820063534	Jesus Street	secondary
820063542	Alfonzo Mendoza Street	secondary
820063543	Quezon Boulevard	primary
820063544	C. M. Recto Avenue	secondary
820063545	Alfonzo Mendoza Street	secondary
820063546	Aurora Boulevard	primary
820063550	G. Apacible Street	tertiary
820063551	Leon Guinto Street	tertiary
820063552	Leon Guinto Street	tertiary
820063553	Escoda Street	residential
820063554	Escoda Street	residential
820063555	San Marcelino Street	secondary
820063556	San Marcelino Street	secondary
820063557	G. Apacible Street	tertiary
820063558	San Gregorio Street	tertiary
820063559	Jesus Street	secondary
820063560	Beata Street	residential
820063563	Juan Luna Street	secondary
820063564	Padre Rada Street	residential
820063565		path
820063566	Ilaya Street	residential
820063575		service
820063576	Mount Mayon Street	living_street
820063578	Valenzuela Street	primary
820063579	Old Santa Mesa Street	primary
820063580	Victorino Mapa Street	primary
820063581	Magsaysay Boulevard	primary
820063582	P. Casal Street	secondary
820063583	A. Bautista Street	residential
820063584	F. R. Hidalgo Street	tertiary
820063585	F. R. Hidalgo Street	tertiary
820063586	Arlegui Street	tertiary
820063587	Arlegui Street	tertiary
820063588	Arlegui Street	tertiary
820063589	P. Casal Street	secondary
820063590	New Panaderos Street Extension	secondary
821733938		service
823295203		service
823810257	Skyway	motorway
823810258	Skyway	motorway
824078304	Adriatico Street	tertiary
824078305	Adriatico Street	tertiary
824078306	Adriatico Street	tertiary
824078307	Adriatico Street	tertiary
824376554	Kalaw Avenue	tertiary
824376555	General Luna Street	tertiary
824376556	Palacio Street	tertiary
824376557		service
824376558	Kalaw Avenue	tertiary
824389314		footway
824397155		footway
824397156		footway
824397157		footway
824691847		footway
824691852	Pedro Bukaneg Street	tertiary
824733050	Piedad Street	service
824733051	Piedad Street	service
825090408	Masangkay Street	tertiary
825090409	A. Rivera Street	tertiary
825090410	Quiricada Street	tertiary
825090411		primary_link
825090416	Bambang Street	tertiary
825090418	Alvarez Street	tertiary
825090419	Alvarez Street	tertiary
825090420	Espa̱a Boulevard	primary
825090421	P. Florentino Street	tertiary
825090422	A.H. Lacson Avenue	primary
825090423	A.H. Lacson Avenue	primary
825090424	Mariano Fortunato Jhocson Street	residential
825090426	Legarda Street	secondary
825090429	Dapitan Street	secondary
825090430	M. de la Fuente Street	tertiary
825090431	Lardizabal Street	tertiary
825090432	Maria Clara Street	tertiary
825090434	M. de la Fuente Street	tertiary
825090435		tertiary
825090436	Matimyas Street	tertiary
825090438	Loyola Street	tertiary
825090439	Florentino Cayco Street	tertiary
825090440	J. Fajardo Street	tertiary
825090441	Matimyas Street	tertiary
825090442	Gonzalo Puyat Street	tertiary
825090443	P. Paterno Street	residential
825090444	Quezon Boulevard	primary
825090445	C. M. Recto Avenue	secondary
825090446	C. M. Recto Avenue	secondary
825090447	C. M. Recto Avenue	secondary
826025396		service
826025397		footway
826025398		footway
826025399		footway
826230136		path
826230137		steps
826230138		path
826230139		path
827660388		service
827660389		service
827660392		service
827817822		service
827991032		service
828320210		path
828320211		path
828320214	General Luna Street	tertiary
828366026		steps
828366029		footway
828366036		footway
828366037		footway
828366038		footway
828366039		steps
828366040		footway
828366045	Padre Faura Street	tertiary
828670521		footway
828670522	Soledad Promenade	footway
828670523		footway
828692167		steps
828692170		footway
829082705		footway
829082706		footway
829082707		footway
829082708		footway
829082709		steps
829082710		steps
829082711		footway
829082712		footway
830571555		steps
830571556		steps
830571557		footway
830571558		steps
830571559		footway
830571560		steps
830571567		steps
830571568		steps
830571569		footway
830571570		steps
830571571		footway
830571572		steps
830571573		steps
830571574		footway
832408332		footway
832408333		footway
832779567	M. de la Fuente Street	tertiary
832779568	G. Tuazon Street	tertiary
832779569	Vicente G. Cruz Street	tertiary
832779570	G. Tuazon Street	tertiary
832779571	Florentino Cayco Street	tertiary
832779572	F. Jhocson Street	residential
832779573	Casta̱os Street	residential
832779574	A.H. Lacson Avenue	primary
832779578	J. Fajardo Street	tertiary
832779579	A.H. Lacson Avenue	primary
832779580	A.H. Lacson Avenue	primary
832779584	G. Tuazon Street	tertiary
832779587	Luzon Avenue	residential
832856237	General Vicente Lim Street	unclassified
832856238	Taliba Street	unclassified
832856239	Kalakal Street	unclassified
832856240	Simeon de Jesus Street	tertiary
832856241	T. Earnshaw Street	tertiary
832856242	Del Fierro Street	tertiary
832856243	Solis Street	tertiary
832856244	Antipolo Street	tertiary
833362237	Juan Luna Street	secondary
833362239	Abad Santos Avenue	secondary
833362240	Antipolo Street	tertiary
833362241	Ilaya Street	residential
833362242	C. M. Recto Avenue	secondary
833362243	Zaragoza Street	tertiary
833362244	Mel Lopez Boulevard	trunk
833362245	Mel Lopez Boulevard	trunk
833362249	Asuncion Street	residential
833362250	Asuncion Street	residential
833362251	Florentino Torres Street	residential
833362252	Yuchengco Street	unclassified
833362254	San Vicente Street	unclassified
833362255	Escolta Street	tertiary
833362256	Quintin Paredes Road	secondary
833362258	Plaza Cervantes	secondary
833362259	Juan Luna Street	secondary
833362260	Muelle de la Industria	tertiary
833362261	Muelle de la Industria	tertiary
833362262	M. de Santos Street	residential
833362263	M. de Santos Street	residential
833362264	Camba Street	residential
833362265	Camba Street	residential
833362266	San Fernando Street	tertiary
833362267	Madrid Street	tertiary
833362268	Tayuman Street	primary
833362269	Oroquieta Street	tertiary
833362270	Malabon Street	residential
833362271	Capulong Street	primary
833362277		service
833362278		service
833362279	Corcuera Street	residential
833362280	Fugoso Street	service
833362281	Fugoso Street	tertiary
833362282	Tomas Mapua Street	tertiary
833362283	Velasquez Street	tertiary
833362284	Capulong Street	primary
833362285	Evangelista Street	residential
833362286	Gonzalo Puyat Street	residential
833362287	C. M. Recto Avenue	secondary
833362288	Quiricada Street	tertiary
833362289	Alvarez Street	tertiary
833362290	Ongpin Street	unclassified
833362291	Ongpin Street	unclassified
833362292	Tomas Mapua Street	unclassified
833362293	Severino Reyes Street	tertiary
833362294	Abad Santos Avenue	secondary
833362295	Tayuman Street	primary
833362296	Tayuman Street	primary
833362297	Juan Luna Street	secondary
833362298	Pe̱alosa Street	residential
833362299	Pe̱alosa Street	residential
833362300	Nicolas Zamora Street	secondary
833362301	Tayuman Street	primary
833362302	Solis Street	tertiary
833362303	Velasquez Street	tertiary
833362304	Ugbo Street	residential
833362305	Herbosa Street	residential
833362306		footway
833362307		tertiary
833362308	S. Del Rosario Street	residential
833362309	Bulacan Street	residential
833362310	Juan Luna Street	secondary
833362311	Juan Luna Street	secondary
833362312		tertiary
833362313	Almeda Street	pedestrian
833362314	Honorio Lopez Boulevard	secondary
833362316	Abad Santos Avenue	secondary
833362317	Abad Santos Avenue	secondary
833362318	Solis Street	tertiary
833362319	Juan Luna Street	secondary
833362320	Rodriguez Street	tertiary
833362321	Rodriguez Street	tertiary
833362322	Honorio Lopez Boulevard	secondary
833362323	Juan Luna Street	secondary
833362324	Solis Street	tertiary
833362325	Solis Street	tertiary
833362326	Antipolo Street	tertiary
833601375		residential
833601376	Farmer Lane	residential
833601378	Manila High School Road	unclassified
833601379	Nursing Home Road	unclassified
833696197		pedestrian
833696198		pedestrian
833696200	Tayuman Street	primary
833696203	Perfecto Street	residential
833696204	Juan Luna Street	secondary
833696205	F. Yuseco Street	tertiary
833696206	F. Yuseco Street	tertiary
833696209	Juan Luna Street	secondary
833696211	Paez Street	residential
833696213	Perfecto Street	residential
833696216	Tayuman Street	primary
833696217	Perfecto Street	residential
833696220	F. Yuseco Street	tertiary
833696221	F. Yuseco Street	tertiary
833696223		footway
833696224		footway
833696230		footway
833696232	Juan Luna Street	secondary
833696235	Raxabago Street	tertiary
833696236	Juan Luna Street	secondary
833696238	Raxabago Street	tertiary
833696241	Josefa Llanes Escoda Street	unclassified
833696250	Honorio Lopez Boulevard	secondary
833696252	Buendia Street	residential
833696254	Rodriguez Street	tertiary
833696255	Guidote Street	residential
833696257	Kawit Street	residential
833696258	Pinoy Street	residential
833696266	Rodriguez Street	residential
833696268	Kawit Street	residential
833696269	Patria Street	residential
833696270	Rodriguez Street	residential
833696271	Ilaw Street	residential
833696274	Patria Street	tertiary
833696275	San Pedro Street	residential
833696276	Pinoy Street	residential
833696277	Pinoy Street	residential
833696278	San Pedro Street	residential
833696279	Rodriguez Street	tertiary
833696283	Younger Street	residential
833696286	Nepa Street	tertiary
833696287	Buendia Street	residential
833696288	Buendia Street	residential
833696290	Younger Street	residential
833696291	Rodriguez Street	tertiary
833696292	Younger Street	residential
833696295	Pinoy Street	residential
833696296	Pinoy Street	residential
833696297	Nepa Street	residential
833696298	Nepa Street	residential
833696300	Bukid Street	residential
833696301	Paulino Street	residential
833696302	Honorio Lopez Boulevard	secondary
833696305	Honorio Lopez Boulevard	secondary
833696309	Simeon de Jesus Street	tertiary
833696310	Antipolo Street	residential
833696311	S. Del Rosario Street	residential
833696312	Alcalde Street	pedestrian
833696313	Antipolo Street	residential
833696315	Antipolo Street	residential
833696316	Juan Luna Street	secondary
833696318	Juan Luna Street	secondary
833696322	J. Planas Street	residential
833696327	Juan Luna Street	secondary
833696328	Solis Street	tertiary
833696330	Juan Luna Street	secondary
833696331	R. Fernandez Street	residential
833696332	Bulacan Street	residential
833696333	Pampanga Street	tertiary
833696338	Honorio Lopez Boulevard	secondary
833696339	Cavite Street	residential
833696340	Cavite Street	residential
833696341	Juan Luna Street	secondary
833696342	R. Fernandez Street	residential
833696343	Cavite Street	residential
833696344	R. Fernandez Street	residential
833696345	Del Fierro Street	tertiary
833696346		footway
833696347	Alcalde Street	service
833696348	S. Del Rosario Street	residential
833696349	Cavite Street	residential
833696350	T. Earnshaw Street	tertiary
833696351	Cavite Street	residential
833696352	T. Earnshaw Street	tertiary
833696353	Antipolo Street	residential
833696357	Honorio Lopez Boulevard	secondary
833696361	Rodriguez Street	tertiary
833696362	Beltran Street	residential
833696363	Gamban Street	residential
833696364	Beltran Street	residential
833696365	Beltran Street	residential
833696366	Buendia Street	residential
833696367	Gamban Street	residential
833696368	Honorio Lopez Boulevard	secondary
833696369	Infanta Street	residential
833696370		service
833696371		service
833696376		service
833696377	Jade	residential
833696378		service
833696379		service
833696383		service
833696391	Josefa Llanes Escoda Street	unclassified
833696392		service
833696393		service
834067588	Basilio Street	footway
834381839	Alfonzo Mendoza Street	secondary
834381840	Dapitan Street	secondary
834381841	Dapitan Street	secondary
834558981		service
834558982		footway
834717123		service
834717124		service
835005158	Wright Lane	residential
836401387	Skyway	motorway
836401388	Skyway	motorway
836401389	Skyway	motorway
836401391	Skyway	motorway
836645491	Manzanas Street	residential
836645497		footway
836645498	Palmera Street	residential
836645499	Palmera Street	residential
836650700		footway
836650701		steps
836650702		steps
836650703		footway
836650704		footway
836650705		steps
836650706		steps
837273541	Batanes Extension	residential
837730393		footway
837730394		footway
837734028		footway
837746527	Alley 2	footway
837746528	Alley 3	footway
837746529	Alley 6	footway
837746530	Alley 4	footway
837746531	Alley 1	footway
837746532	Alley 5	footway
837763106		footway
837763107		footway
837789271	Binondo-Intramuros Bridge	tertiary
838030762		service
838394593		service
838402609	13 de Agosto Street	residential
838409941	Echabelita Street	residential
838409947		service
838409948		service
838832629	Mendiola Extension Street	residential
838832630	Luis Maria Guerrero Street	residential
838855674		service
838858363		residential
838858364		residential
838866737		service
838866738		footway
838900327	Barrio Banting Street	residential
839051591		service
839680599		pedestrian
839680601		footway
839680602		footway
839785498	Taft Avenue	primary
839785499	Taft Avenue	primary
839785500	Taft Avenue	primary
839785501	Taft Avenue	primary
839785502	Taft Avenue	primary
839785503	Taft Avenue	primary
839888748		service
839888751		service
840017179	Flerida Street	residential
840031279	Cristobal Street	residential
840031280	Paz Mendoza Guazon Avenue	secondary
840031281	Paz Mendoza Guazon Avenue	secondary
840031282	Paz Mendoza Guazon Avenue	secondary
840031283	United Nations Avenue	secondary
840031284	Paz Mendoza Guazon Avenue	secondary
840031285	President Quirino Avenue Extension	secondary
840031286	President Quirino Avenue Extension	secondary
840031289	United Nations Avenue	secondary
840031290	United Nations Avenue	secondary
840031291	Taft Avenue	primary
840031293	San Gregorio Street	tertiary
840339968	Moriones Street	secondary
840339969	Mel Lopez Boulevard	trunk
840339970	Mel Lopez Boulevard	trunk
840339971	Herbosa Street	tertiary
840378988	Ronquillo Street	primary
840378989	Tetuan Street	tertiary
840378990	Tomas Mapua Street	unclassified
840378991	Tomas Mapua Street	tertiary
840378992	Fugoso Street	tertiary
840378993	Antipolo Street	tertiary
840378994	Antipolo Street	tertiary
840378995	Rizal Avenue	primary
840378996	Rizal Avenue	primary
840758610		service
841082576		service
841143198		residential
841548338	Fernando Street	residential
841548339	Fernando Street	residential
843730836	Arzobispo Street	residential
844435274	Carlos Palanca Street	tertiary
844435275	Alfonzo Mendoza Street	secondary
845100730	Skyway	motorway
845100731		motorway_link
846158979	The Riverlane	construction
846779433	Blumentritt Street	secondary
846779434	G. Tuazon Interior 1838	residential
846779435	Vicente G. Cruz Street	tertiary
